x    ,  y    ,  z
-0.3999999999999999,-0.41999999999999993,-0.12687844799999937
-0.3999999999999999,-0.4099999999999999,-0.13650647999999987
-0.3999999999999999,-0.3999999999999999,-0.1455755740000001
-0.3999999999999999,-0.3899999999999999,-0.1540485939999996
-0.3999999999999999,-0.3799999999999999,-0.16189084600000003
-0.3999999999999999,-0.3700000000000001,-0.16907021800000022
-0.3999999999999999,-0.3600000000000001,-0.17555731599999969
-0.3999999999999999,-0.3500000000000001,-0.18132557600000043
-0.3999999999999999,-0.3400000000000001,-0.18635138000000073
-0.3999999999999999,-0.33000000000000007,-0.19061415000000037
-0.3999999999999999,-0.32000000000000006,-0.19409643000000043
-0.3999999999999999,-0.31000000000000005,-0.19678396399999942
-0.3999999999999999,-0.30000000000000004,-0.19866574400000014
-0.3999999999999999,-0.29000000000000004,-0.19973406799999938
-0.3999999999999999,-0.28,-0.1999845600000001
-0.3999999999999999,-0.27,-0.19941619599999993
-0.3999999999999999,-0.26,-0.19803129999999958
-0.3999999999999999,-0.25,-0.19583554600000075
-0.3999999999999999,-0.24,-0.1928379219999996
-0.3999999999999999,-0.22999999999999998,-0.1890507060000004
-0.3999999999999999,-0.21999999999999997,-0.1844893999999997
-0.3999999999999999,-0.20999999999999996,-0.17917268399999953
-0.3999999999999999,-0.19999999999999996,-0.1731223279999995
-0.3999999999999999,-0.18999999999999995,-0.16636310399999987
-0.3999999999999999,-0.17999999999999994,-0.15892269000000003
-0.3999999999999999,-0.16999999999999993,-0.15083154999999948
-0.3999999999999999,-0.15999999999999992,-0.14212281599999987
-0.3999999999999999,-0.1499999999999999,-0.13283214399999965
-0.3999999999999999,-0.1399999999999999,-0.12299757800000033
-0.3999999999999999,-0.1299999999999999,-0.11265938600000003
-0.3999999999999999,-0.1200000000000001,-0.10185989999999945
-0.3999999999999999,-0.1100000000000001,-0.09064333599999941
-0.3999999999999999,-0.10000000000000009,-0.0790556240000001
-0.3999999999999999,-0.09000000000000008,-0.06714421199999943
-0.3999999999999999,-0.08000000000000007,-0.05495786999999974
-0.3999999999999999,-0.07000000000000006,-0.0425464980000001
-0.3999999999999999,-0.06000000000000005,-0.029960914000000116
-0.3999999999999999,-0.050000000000000044,-0.017252654000000645
-0.3999999999999999,-0.040000000000000036,-0.00447374999999961
-0.3999999999999999,-0.030000000000000027,0.008323471999999388
-0.3999999999999999,-0.020000000000000018,0.021086613999999226
-0.3999999999999999,-0.010000000000000009,0.03376341400000049
-0.3999999999999999,0.0,0.04630196600000014
-0.3899999999999999,-0.5,-0.046611783999999545
-0.3899999999999999,-0.49,-0.05903182200000001
-0.3899999999999999,-0.48,-0.07120711799999957
-0.3899999999999999,-0.47,-0.08308719399999942
-0.3899999999999999,-0.45999999999999996,-0.09462279800000029
-0.3899999999999999,-0.44999999999999996,-0.1057661019999998
-0.3899999999999999,-0.43999999999999995,-0.11647090799999948
-0.3899999999999999,-0.42999999999999994,-0.12669283400000064
-0.3899999999999999,-0.41999999999999993,-0.13638949999999994
-0.3899999999999999,-0.4099999999999999,-0.14552070600000067
-0.3899999999999999,-0.3999999999999999,-0.1540485939999996
-0.3899999999999999,-0.3899999999999999,-0.1619378060000003
-0.3899999999999999,-0.3799999999999999,-0.16915563799999944
-0.3899999999999999,-0.3700000000000001,-0.17567216199999935
-0.3899999999999999,-0.3600000000000001,-0.18146036199999993
-0.3899999999999999,-0.3500000000000001,-0.1864962419999998
-0.3899999999999999,-0.3400000000000001,-0.1907589200000004
-0.3899999999999999,-0.33000000000000007,-0.1942307260000007
-0.3899999999999999,-0.32000000000000006,-0.19689726600000057
-0.3899999999999999,-0.31000000000000005,-0.19874748600000058
-0.3899999999999999,-0.30000000000000004,-0.1997737119999996
-0.3899999999999999,-0.29000000000000004,-0.1999716899999996
-0.3899999999999999,-0.28,-0.19934060199999948
-0.3899999999999999,-0.27,-0.19788305999999944
-0.3899999999999999,-0.26,-0.19560510999999958
-0.3899999999999999,-0.25,-0.1925161959999997
-0.3899999999999999,-0.24,-0.18862912599999926
-0.3899999999999999,-0.22999999999999998,-0.18396000999999984
-0.3899999999999999,-0.21999999999999997,-0.17852821200000046
-0.3899999999999999,-0.20999999999999996,-0.17235624799999982
-0.3899999999999999,-0.19999999999999996,-0.16546970600000033
-0.3899999999999999,-0.18999999999999995,-0.15789714
-0.3899999999999999,-0.17999999999999994,-0.149669944
-0.3899999999999999,-0.16999999999999993,-0.14082222800000044
-0.3899999999999999,-0.15999999999999992,-0.13139067399999926
-0.3899999999999999,-0.1499999999999999,-0.12141438200000043
-0.3899999999999999,-0.1399999999999999,-0.11093471599999982
-0.3899999999999999,-0.1299999999999999,-0.09999512199999994
-0.3899999999999999,-0.1200000000000001,-0.08864095600000044
-0.3899999999999999,-0.1100000000000001,-0.07691929199999947
-0.3899999999999999,-0.10000000000000009,-0.06487872400000039
-0.3899999999999999,-0.09000000000000008,-0.052569176000000106
-0.3899999999999999,-0.08000000000000007,-0.040041678000000025
-0.3899999999999999,-0.07000000000000006,-0.027348172000000615
-0.3899999999999999,-0.06000000000000005,-0.014541280000000212
-0.3899999999999999,-0.050000000000000044,-0.0016741039999998986
-0.3899999999999999,-0.040000000000000036,0.011200014000000591
-0.3899999999999999,-0.030000000000000027,0.024027698000000486
-0.3899999999999999,-0.020000000000000018,0.03675576600000019
-0.3899999999999999,-0.010000000000000009,0.04933144599999939
-0.3899999999999999,0.0,0.06170260199999977
-0.3799999999999999,-0.5,-0.058190458
-0.3799999999999999,-0.49,-0.07045897200000018
-0.3799999999999999,-0.48,-0.08243173000000037
-0.3799999999999999,-0.47,-0.09405847400000056
-0.3799999999999999,-0.45999999999999996,-0.10529039999999978
-0.3799999999999999,-0.44999999999999996,-0.11608036399999977
-0.3799999999999999,-0.43999999999999995,-0.1263830720000001
-0.3799999999999999,-0.42999999999999994,-0.1361552779999997
-0.3799999999999999,-0.41999999999999993,-0.14535596199999934
-0.3799999999999999,-0.4099999999999999,-0.15394650399999965
-0.3799999999999999,-0.3999999999999999,-0.16189084600000003
-0.3799999999999999,-0.3899999999999999,-0.16915563799999944
-0.3799999999999999,-0.3799999999999999,-0.17571038800000027
-0.3799999999999999,-0.3700000000000001,-0.18152757999999947
-0.3799999999999999,-0.3600000000000001,-0.18658279999999938
-0.3799999999999999,-0.3500000000000001,-0.19085482200000004
-0.3799999999999999,-0.3400000000000001,-0.19432572000000048
-0.3799999999999999,-0.33000000000000007,-0.19698092200000017
-0.3799999999999999,-0.32000000000000006,-0.19880928000000042
-0.3799999999999999,-0.31000000000000005,-0.19980312400000033
-0.3799999999999999,-0.30000000000000004,-0.19995827999999993
-0.3799999999999999,-0.29000000000000004,-0.1992740979999994
-0.3799999999999999,-0.28,-0.19775344800000028
-0.3799999999999999,-0.27,-0.1954027120000006
-0.3799999999999999,-0.26,-0.19223176200000014
-0.3799999999999999,-0.25,-0.18825390399999975
-0.3799999999999999,-0.24,-0.18348583799999996
-0.3799999999999999,-0.22999999999999998,-0.17794757599999966
-0.3799999999999999,-0.21999999999999997,-0.17166236599999962
-0.3799999999999999,-0.20999999999999996,-0.16465659200000005
-0.3799999999999999,-0.19999999999999996,-0.15695965999999972
-0.3799999999999999,-0.18999999999999995,-0.14860388000000024
-0.3799999999999999,-0.17999999999999994,-0.13962432400000035
-0.3799999999999999,-0.16999999999999993,-0.13005868399999942
-0.3799999999999999,-0.15999999999999992,-0.11994711400000002
-0.3799999999999999,-0.1499999999999999,-0.10933205799999968
-0.3799999999999999,-0.1399999999999999,-0.09825807200000014
-0.3799999999999999,-0.1299999999999999,-0.08677164199999932
-0.3799999999999999,-0.1200000000000001,-0.07492098000000025
-0.3799999999999999,-0.1100000000000001,-0.06275583399999929
-0.3799999999999999,-0.10000000000000009,-0.05032726599999937
-0.3799999999999999,-0.09000000000000008,-0.03768744399999946
-0.3799999999999999,-0.08000000000000007,-0.024889425999999992
-0.3799999999999999,-0.07000000000000006,-0.011986933999999394
-0.3799999999999999,-0.06000000000000005,9.658740000006993E-4
-0.3799999999999999,-0.050000000000000044,0.01391462800000065
-0.3799999999999999,-0.040000000000000036,0.026804973999999593
-0.3799999999999999,-0.030000000000000027,0.039582803999999694
-0.3799999999999999,-0.020000000000000018,0.05219448200000021
-0.3799999999999999,-0.010000000000000009,0.06458707200000058
-0.3799999999999999,0.0,0.07670855199999949
-0.3700000000000001,-0.5,-0.06955971000000005
-0.3700000000000001,-0.49,-0.08162915599999965
-0.3700000000000001,-0.48,-0.09335171400000064
-0.3700000000000001,-0.47,-0.10467757199999994
-0.3700000000000001,-0.45999999999999996,-0.11555859999999996
-0.3700000000000001,-0.44999999999999996,-0.1259485560000002
-0.3700000000000001,-0.43999999999999995,-0.1358032899999998
-0.3700000000000001,-0.42999999999999994,-0.14508092199999967
-0.3700000000000001,-0.41999999999999993,-0.15374202999999942
-0.3700000000000001,-0.4099999999999999,-0.16174980400000005
-0.3700000000000001,-0.3999999999999999,-0.16907021800000022
-0.3700000000000001,-0.3899999999999999,-0.17567216199999935
-0.3700000000000001,-0.3799999999999999,-0.18152757999999947
-0.3700000000000001,-0.3700000000000001,-0.18661159199999988
-0.3700000000000001,-0.3600000000000001,-0.19090259200000048
-0.3700000000000001,-0.3500000000000001,-0.19438234200000015
-0.3700000000000001,-0.3400000000000001,-0.19703606000000062
-0.3700000000000001,-0.33000000000000007,-0.19885246599999962
-0.3700000000000001,-0.32000000000000006,-0.1998238420000007
-0.3700000000000001,-0.31000000000000005,-0.1999460600000006
-0.3700000000000001,-0.30000000000000004,-0.1992185980000002
-0.3700000000000001,-0.29000000000000004,-0.19764455199999986
-0.3700000000000001,-0.28,-0.19523060799999992
-0.3700000000000001,-0.27,-0.19198702599999962
-0.3700000000000001,-0.26,-0.1879275860000007
-0.3700000000000001,-0.25,-0.18306954399999997
-0.3700000000000001,-0.24,-0.17743353999999978
-0.3700000000000001,-0.22999999999999998,-0.17104352599999972
-0.3700000000000001,-0.21999999999999997,-0.16392665799999973
-0.3700000000000001,-0.20999999999999996,-0.15611317599999952
-0.3700000000000001,-0.19999999999999996,-0.14763628799999962
-0.3700000000000001,-0.18999999999999995,-0.13853201400000048
-0.3700000000000001,-0.17999999999999994,-0.12883904199999985
-0.3700000000000001,-0.16999999999999993,-0.11859856599999996
-0.3700000000000001,-0.15999999999999992,-0.10785410000000017
-0.3700000000000001,-0.1499999999999999,-0.09665130399999955
-0.3700000000000001,-0.1399999999999999,-0.08503778599999945
-0.3700000000000001,-0.1299999999999999,-0.07306289600000038
-0.3700000000000001,-0.1200000000000001,-0.06077752399999947
-0.3700000000000001,-0.1100000000000001,-0.04823387600000051
-0.3700000000000001,-0.10000000000000009,-0.03548525599999974
-0.3700000000000001,-0.09000000000000008,-0.022585840000000745
-0.3700000000000001,-0.08000000000000007,-0.009590443999999865
-0.3700000000000001,-0.07000000000000006,0.0034457059999994932
-0.3700000000000001,-0.06000000000000005,0.016467213999999286
-0.3700000000000001,-0.050000000000000044,0.02941874400000022
-0.3700000000000001,-0.040000000000000036,0.0422452579999999
-0.3700000000000001,-0.030000000000000027,0.054892248000000254
-0.3700000000000001,-0.020000000000000018,0.06730597399999994
-0.3700000000000001,-0.010000000000000009,0.07943367799999956
-0.3700000000000001,0.0,0.09122382799999973
-0.3600000000000001,-0.5,-0.08067862200000064
-0.3600000000000001,-0.49,-0.09250163199999972
-0.3600000000000001,-0.48,-0.10392671799999964
-0.3600000000000001,-0.47,-0.11490473000000068
-0.3600000000000001,-0.45999999999999996,-0.12538844200000054
-0.3600000000000001,-0.44999999999999996,-0.13533275599999972
-0.3600000000000001,-0.43999999999999995,-0.1446948939999999
-0.3600000000000001,-0.42999999999999994,-0.15343457999999965
-0.3600000000000001,-0.41999999999999993,-0.16151421999999938
-0.3600000000000001,-0.4099999999999999,-0.1688990540000006
-0.3600000000000001,-0.3999999999999999,-0.17555731599999969
-0.3600000000000001,-0.3899999999999999,-0.18146036199999993
-0.3600000000000001,-0.3799999999999999,-0.18658279999999938
-0.3600000000000001,-0.3700000000000001,-0.19090259200000048
-0.3600000000000001,-0.3600000000000001,-0.19440115600000074
-0.3600000000000001,-0.3500000000000001,-0.19706343999999942
-0.3600000000000001,-0.3400000000000001,-0.19887799600000022
-0.3600000000000001,-0.33000000000000007,-0.19983701400000053
-0.3600000000000001,-0.32000000000000006,-0.1999363700000003
-0.3600000000000001,-0.31000000000000005,-0.19917563599999966
-0.3600000000000001,-0.30000000000000004,-0.19755808599999936
-0.3600000000000001,-0.29000000000000004,-0.19509067599999952
-0.3600000000000001,-0.28,-0.19178402200000022
-0.3600000000000001,-0.27,-0.1876523480000003
-0.3600000000000001,-0.26,-0.18271342799999957
-0.3600000000000001,-0.25,-0.17698850799999943
-0.3600000000000001,-0.24,-0.17050221599999982
-0.3600000000000001,-0.22999999999999998,-0.16328245600000035
-0.3600000000000001,-0.21999999999999997,-0.15536028399999968
-0.3600000000000001,-0.20999999999999996,-0.14676977999999963
-0.3600000000000001,-0.19999999999999996,-0.13754789799999967
-0.3600000000000001,-0.18999999999999995,-0.12773431199999974
-0.3600000000000001,-0.17999999999999994,-0.11737123599999966
-0.3600000000000001,-0.16999999999999993,-0.10650325000000005
-0.3600000000000001,-0.15999999999999992,-0.09517710800000001
-0.3600000000000001,-0.1499999999999999,-0.08344153000000032
-0.3600000000000001,-0.1399999999999999,-0.07134700200000021
-0.3600000000000001,-0.1299999999999999,-0.05894555200000018
-0.3600000000000001,-0.1200000000000001,-0.046290530000000274
-0.3600000000000001,-0.1100000000000001,-0.0334363740000001
-0.3600000000000001,-0.10000000000000009,-0.020438382000000366
-0.3600000000000001,-0.09000000000000008,-0.0073524660000003905
-0.3600000000000001,-0.08000000000000007,0.005765078000000257
-0.3600000000000001,-0.07000000000000006,0.018857821999999747
-0.3600000000000001,-0.06000000000000005,0.03186944400000025
-0.3600000000000001,-0.050000000000000044,0.044743968000000134
-0.3600000000000001,-0.040000000000000036,0.057426012000000526
-0.3600000000000001,-0.030000000000000027,0.0698610200000005
-0.3600000000000001,-0.020000000000000018,0.08199549800000061
-0.3600000000000001,-0.010000000000000009,0.09377724800000076
-0.3600000000000001,0.0,0.10515558400000069
-0.3500000000000001,-0.5,-0.09150717800000052
-0.3500000000000001,-0.49,-0.10303675199999984
-0.3500000000000001,-0.48,-0.11411765999999945
-0.3500000000000001,-0.47,-0.12470165200000027
-0.3500000000000001,-0.45999999999999996,-0.13474264200000052
-0.3500000000000001,-0.44999999999999996,-0.1441969040000004
-0.3500000000000001,-0.43999999999999995,-0.15302327400000026
-0.3500000000000001,-0.42999999999999994,-0.16118331600000035
-0.3500000000000001,-0.41999999999999993,-0.1686414979999995
-0.3500000000000001,-0.4099999999999999,-0.17536534399999937
-0.3500000000000001,-0.3999999999999999,-0.18132557600000043
-0.3500000000000001,-0.3899999999999999,-0.1864962419999998
-0.3500000000000001,-0.3799999999999999,-0.19085482200000004
-0.3500000000000001,-0.3700000000000001,-0.19438234200000015
-0.3500000000000001,-0.3600000000000001,-0.19706343999999942
-0.3500000000000001,-0.3500000000000001,-0.19888644199999983
-0.3500000000000001,-0.3400000000000001,-0.19984340799999956
-0.3500000000000001,-0.33000000000000007,-0.19993017200000052
-0.3500000000000001,-0.32000000000000006,-0.19914635599999997
-0.3500000000000001,-0.31000000000000005,-0.1974953740000004
-0.3500000000000001,-0.30000000000000004,-0.19498441399999966
-0.3500000000000001,-0.29000000000000004,-0.19162441200000013
-0.3500000000000001,-0.28,-0.18742999400000004
-0.3500000000000001,-0.27,-0.18241943000000016
-0.3500000000000001,-0.26,-0.17661453399999938
-0.3500000000000001,-0.25,-0.17004058400000022
-0.3500000000000001,-0.24,-0.16272620600000065
-0.3500000000000001,-0.22999999999999998,-0.15470325000000007
-0.3500000000000001,-0.21999999999999997,-0.14600665199999985
-0.3500000000000001,-0.20999999999999996,-0.1366742799999997
-0.3500000000000001,-0.19999999999999996,-0.1267467699999998
-0.3500000000000001,-0.18999999999999995,-0.11626735199999982
-0.3500000000000001,-0.17999999999999994,-0.10528165599999961
-0.3500000000000001,-0.16999999999999993,-0.09383751999999956
-0.3500000000000001,-0.15999999999999992,-0.08198477800000037
-0.3500000000000001,-0.1499999999999999,-0.06977503800000018
-0.3500000000000001,-0.1399999999999999,-0.05726146800000009
-0.3500000000000001,-0.1299999999999999,-0.04449855999999952
-0.3500000000000001,-0.1200000000000001,-0.031541884000000686
-0.3500000000000001,-0.1100000000000001,-0.01844786199999926
-0.3500000000000001,-0.10000000000000009,-0.00527351199999937
-0.3500000000000001,-0.09000000000000008,0.007923802000000535
-0.3500000000000001,-0.08000000000000007,0.021086613999999226
-0.3500000000000001,-0.07000000000000006,0.034157604000000674
-0.3500000000000001,-0.06000000000000005,0.047079857999999364
-0.3500000000000001,-0.050000000000000044,0.059797107999999266
-0.3500000000000001,-0.040000000000000036,0.07225397400000011
-0.3500000000000001,-0.030000000000000027,0.08439621800000063
-0.3500000000000001,-0.020000000000000018,0.09617096399999947
-0.3500000000000001,-0.010000000000000009,0.10752694199999979
-0.3500000000000001,0.0,0.1184147019999997
-0.3400000000000001,-0.5,-0.10200640799999972
-0.3400000000000001,-0.49,-0.11319609199999969
-0.3400000000000001,-0.48,-0.12388688000000059
-0.3400000000000001,-0.47,-0.13403165800000072
-0.3400000000000001,-0.45999999999999996,-0.14358571399999964
-0.3400000000000001,-0.44999999999999996,-0.15250693800000048
-0.3400000000000001,-0.43999999999999995,-0.16075601200000023
-0.3400000000000001,-0.42999999999999994,-0.1682965780000003
-0.3400000000000001,-0.41999999999999993,-0.17509540599999984
-0.3400000000000001,-0.4099999999999999,-0.18112252800000017
-0.3400000000000001,-0.3999999999999999,-0.18635138000000073
-0.3400000000000001,-0.3899999999999999,-0.1907589200000004
-0.3400000000000001,-0.3799999999999999,-0.19432572000000048
-0.3400000000000001,-0.3700000000000001,-0.19703606000000062
-0.3400000000000001,-0.3600000000000001,-0.19887799600000022
-0.3400000000000001,-0.3500000000000001,-0.19984340799999956
-0.3400000000000001,-0.3400000000000001,-0.19992804200000047
-0.3400000000000001,-0.33000000000000007,-0.19913152599999928
-0.3400000000000001,-0.32000000000000006,-0.1974573699999993
-0.3400000000000001,-0.31000000000000005,-0.19491294999999975
-0.3400000000000001,-0.30000000000000004,-0.19150948399999945
-0.3400000000000001,-0.29000000000000004,-0.1872619700000001
-0.3400000000000001,-0.28,-0.1821891280000003
-0.3400000000000001,-0.27,-0.17631331799999972
-0.3400000000000001,-0.26,-0.1696604339999993
-0.3400000000000001,-0.25,-0.16225979999999962
-0.3400000000000001,-0.24,-0.1541440320000007
-0.3400000000000001,-0.22999999999999998,-0.14534889800000028
-0.3400000000000001,-0.21999999999999997,-0.13591315999999976
-0.3400000000000001,-0.20999999999999996,-0.12587841
-0.3400000000000001,-0.19999999999999996,-0.11528886800000038
-0.3400000000000001,-0.18999999999999995,-0.10419121000000042
-0.3400000000000001,-0.17999999999999994,-0.09263434599999987
-0.3400000000000001,-0.16999999999999993,-0.08066921199999944
-0.3400000000000001,-0.15999999999999992,-0.06834853999999946
-0.3400000000000001,-0.1499999999999999,-0.05572663199999961
-0.3400000000000001,-0.1399999999999999,-0.04285911799999975
-0.3400000000000001,-0.1299999999999999,-0.0298027099999999
-0.3400000000000001,-0.1200000000000001,-0.016614952000000516
-0.3400000000000001,-0.1100000000000001,-0.0033539660000002636
-0.3400000000000001,-0.10000000000000009,0.009921801999999591
-0.3400000000000001,-0.09000000000000008,0.02315384200000059
-0.3400000000000001,-0.08000000000000007,0.036283835999999736
-0.3400000000000001,-0.07000000000000006,0.049253914000000565
-0.3400000000000001,-0.06000000000000005,0.06200691199999975
-0.3400000000000001,-0.050000000000000044,0.07448662599999945
-0.3400000000000001,-0.040000000000000036,0.08663805200000074
-0.3400000000000001,-0.030000000000000027,0.09840763400000019
-0.3400000000000001,-0.020000000000000018,0.10974350000000044
-0.3400000000000001,-0.010000000000000009,0.12059568800000031
-0.3400000000000001,0.0,0.13091637200000017
-0.33000000000000007,-0.5,-0.11213852399999946
-0.33000000000000007,-0.49,-0.12294259800000018
-0.33000000000000007,-0.48,-0.1331982780000004
-0.33000000000000007,-0.47,-0.14285981400000058
-0.33000000000000007,-0.45999999999999996,-0.15188411400000068
-0.33000000000000007,-0.44999999999999996,-0.16023092199999955
-0.33000000000000007,-0.43999999999999995,-0.16786300600000037
-0.33000000000000007,-0.42999999999999994,-0.17474632400000023
-0.33000000000000007,-0.41999999999999993,-0.18085017199999953
-0.33000000000000007,-0.4099999999999999,-0.18614732399999956
-0.33000000000000007,-0.3999999999999999,-0.19061415000000037
-0.33000000000000007,-0.3899999999999999,-0.1942307260000007
-0.33000000000000007,-0.3799999999999999,-0.19698092200000017
-0.33000000000000007,-0.3700000000000001,-0.19885246599999962
-0.33000000000000007,-0.3600000000000001,-0.19983701400000053
-0.33000000000000007,-0.3500000000000001,-0.19993017200000052
-0.33000000000000007,-0.3400000000000001,-0.19913152599999928
-0.33000000000000007,-0.33000000000000007,-0.19744463800000034
-0.33000000000000007,-0.32000000000000006,-0.19487703000000067
-0.33000000000000007,-0.31000000000000005,-0.19144016000000053
-0.33000000000000007,-0.30000000000000004,-0.18714935400000032
-0.33000000000000007,-0.29000000000000004,-0.18202375399999937
-0.33000000000000007,-0.28,-0.17608622200000068
-0.33000000000000007,-0.27,-0.16936324400000013
-0.33000000000000007,-0.26,-0.16188480600000044
-0.33000000000000007,-0.25,-0.15368426800000068
-0.33000000000000007,-0.24,-0.14479821000000048
-0.33000000000000007,-0.22999999999999998,-0.13526626599999925
-0.33000000000000007,-0.21999999999999997,-0.12513095799999974
-0.33000000000000007,-0.20999999999999996,-0.11443749200000042
-0.33000000000000007,-0.19999999999999996,-0.10323356800000028
-0.33000000000000007,-0.18999999999999995,-0.09156916400000059
-0.33000000000000007,-0.17999999999999994,-0.07949630600000002
-0.33000000000000007,-0.16999999999999993,-0.06706884999999974
-0.33000000000000007,-0.15999999999999992,-0.0543422280000001
-0.33000000000000007,-0.1499999999999999,-0.04137320600000005
-0.33000000000000007,-0.1399999999999999,-0.028219638000000158
-0.33000000000000007,-0.1299999999999999,-0.014940192000000296
-0.33000000000000007,-0.1200000000000001,-0.001594106000000317
-0.33000000000000007,-0.1100000000000001,0.011759091999999693
-0.33000000000000007,-0.10000000000000009,0.025059835999999835
-0.33000000000000007,-0.09000000000000008,0.03824879999999942
-0.33000000000000007,-0.08000000000000007,0.05126715199999987
-0.33000000000000007,-0.07000000000000006,0.06405682200000062
-0.33000000000000007,-0.06000000000000005,0.07656076199999973
-0.33000000000000007,-0.050000000000000044,0.08872319799999961
-0.33000000000000007,-0.040000000000000036,0.1004898740000002
-0.33000000000000007,-0.030000000000000027,0.11180831000000069
-0.33000000000000007,-0.020000000000000018,0.12262801400000001
-0.33000000000000007,-0.010000000000000009,0.1329007259999997
-0.33000000000000007,0.0,0.14258062199999988
-0.32000000000000006,-0.5,-0.12186706399999991
-0.32000000000000006,-0.49,-0.1322407279999993
-0.32000000000000006,-0.48,-0.14201743999999938
-0.32000000000000006,-0.47,-0.1511530640000004
-0.32000000000000006,-0.45999999999999996,-0.15960636199999956
-0.32000000000000006,-0.44999999999999996,-0.16733917399999998
-0.32000000000000006,-0.43999999999999995,-0.17431659599999993
-0.32000000000000006,-0.42999999999999994,-0.18050712600000052
-0.32000000000000006,-0.41999999999999993,-0.1858828220000006
-0.32000000000000006,-0.4099999999999999,-0.19041941600000034
-0.32000000000000006,-0.3999999999999999,-0.19409643000000043
-0.32000000000000006,-0.3899999999999999,-0.19689726600000057
-0.32000000000000006,-0.3799999999999999,-0.19880928000000042
-0.32000000000000006,-0.3700000000000001,-0.1998238420000007
-0.32000000000000006,-0.3600000000000001,-0.1999363700000003
-0.32000000000000006,-0.3500000000000001,-0.19914635599999997
-0.32000000000000006,-0.3400000000000001,-0.1974573699999993
-0.32000000000000006,-0.33000000000000007,-0.19487703000000067
-0.32000000000000006,-0.32000000000000006,-0.19141699000000045
-0.32000000000000006,-0.31000000000000005,-0.1870928660000004
-0.32000000000000006,-0.30000000000000004,-0.18192418
-0.32000000000000006,-0.29000000000000004,-0.17593425999999968
-0.32000000000000006,-0.28,-0.1691501500000001
-0.32000000000000006,-0.27,-0.16160247199999989
-0.32000000000000006,-0.26,-0.15332529800000005
-0.32000000000000006,-0.25,-0.14435598999999966
-0.32000000000000006,-0.24,-0.13473503999999958
-0.32000000000000006,-0.22999999999999998,-0.12450587799999935
-0.32000000000000006,-0.21999999999999997,-0.11371467799999946
-0.32000000000000006,-0.20999999999999996,-0.10241015400000042
-0.32000000000000006,-0.19999999999999996,-0.09064333599999941
-0.32000000000000006,-0.18999999999999995,-0.07846734200000038
-0.32000000000000006,-0.17999999999999994,-0.06593713400000067
-0.32000000000000006,-0.16999999999999993,-0.05310927799999943
-0.32000000000000006,-0.15999999999999992,-0.040041678000000025
-0.32000000000000006,-0.1499999999999999,-0.026793326000000617
-0.32000000000000006,-0.1399999999999999,-0.01342402199999948
-0.32000000000000006,-0.1299999999999999,5.8780000002922606E-6
-0.32000000000000006,-0.1200000000000001,0.013435749999999302
-0.32000000000000006,-0.1100000000000001,0.026804973999999593
-0.32000000000000006,-0.10000000000000009,0.04005319399999929
-0.32000000000000006,-0.09000000000000008,0.05312061000000057
-0.32000000000000006,-0.08000000000000007,0.06594823199999955
-0.32000000000000006,-0.07000000000000006,0.07847815399999969
-0.32000000000000006,-0.06000000000000005,0.0906538139999995
-0.32000000000000006,-0.050000000000000044,0.10242025000000021
-0.32000000000000006,-0.040000000000000036,0.11372434799999942
-0.32000000000000006,-0.030000000000000027,0.12451507600000022
-0.32000000000000006,-0.020000000000000018,0.13474372799999945
-0.32000000000000006,-0.010000000000000009,0.1443641260000006
-0.32000000000000006,0.0,0.15333284400000058
-0.31000000000000005,-0.5,-0.13115701199999985
-0.31000000000000005,-0.49,-0.14105656800000044
-0.31000000000000005,-0.48,-0.15031177599999945
-0.31000000000000005,-0.47,-0.15888035600000028
-0.31000000000000005,-0.45999999999999996,-0.16672316599999992
-0.31000000000000005,-0.44999999999999996,-0.17380438200000015
-0.31000000000000005,-0.43999999999999995,-0.1800916580000006
-0.31000000000000005,-0.42999999999999994,-0.1855562699999993
-0.31000000000000005,-0.41999999999999993,-0.1901732559999999
-0.31000000000000005,-0.4099999999999999,-0.19392153000000012
-0.31000000000000005,-0.3999999999999999,-0.19678396399999942
-0.31000000000000005,-0.3899999999999999,-0.19874748600000058
-0.31000000000000005,-0.3799999999999999,-0.19980312400000033
-0.31000000000000005,-0.3700000000000001,-0.1999460600000006
-0.31000000000000005,-0.3600000000000001,-0.19917563599999966
-0.31000000000000005,-0.3500000000000001,-0.1974953740000004
-0.31000000000000005,-0.3400000000000001,-0.19491294999999975
-0.31000000000000005,-0.33000000000000007,-0.19144016000000053
-0.31000000000000005,-0.32000000000000006,-0.1870928660000004
-0.31000000000000005,-0.31000000000000005,-0.18189093000000012
-0.31000000000000005,-0.30000000000000004,-0.17585811200000023
-0.31000000000000005,-0.29000000000000004,-0.16902196999999997
-0.31000000000000005,-0.28,-0.16141373199999975
-0.31000000000000005,-0.27,-0.1530681540000003
-0.31000000000000005,-0.26,-0.1440233559999996
-0.31000000000000005,-0.25,-0.13432065800000004
-0.31000000000000005,-0.24,-0.12400437999999947
-0.31000000000000005,-0.22999999999999998,-0.11312164800000057
-0.31000000000000005,-0.21999999999999997,-0.10172217199999944
-0.31000000000000005,-0.20999999999999996,-0.08985803000000059
-0.31000000000000005,-0.19999999999999996,-0.07758341199999985
-0.31000000000000005,-0.18999999999999995,-0.06495439400000014
-0.31000000000000005,-0.17999999999999994,-0.052028660000000615
-0.31000000000000005,-0.16999999999999993,-0.03886526000000001
