point x,Function Value
1.753,1.277177552
1.7533,1.276212957
1.7536,1.275247867
1.7539,1.274282289
1.7542,1.273316224
1.7545,1.272349679
1.7548,1.271382656
1.7551,1.270415161
1.7554,1.269447196
1.7557,1.268478768
1.756,1.267509879
1.7563,1.266540534
1.7566,1.265570737
1.7569,1.264600492
1.7572,1.263629804
1.7575,1.262658677
1.7578,1.261687114
1.7581,1.260715121
1.7584,1.259742701
1.7587,1.258769858
1.759,1.257796598
1.7593,1.256822923
1.7596,1.255848838
1.7599,1.254874348
1.7602,1.253899456
1.7605,1.252924167
1.7608,1.251948485
1.7611,1.250972415
1.7614,1.249995959
1.7617,1.249019123
1.762,1.248041911
1.7623,1.247064327
1.7626,1.246086376
1.7629,1.24510806
1.7632,1.244129386
1.7635,1.243150356
1.7638,1.242170975
1.7641,1.241191248
1.7644,1.240211178
1.7647,1.239230769
1.765,1.238250027
1.7653,1.237268955
1.7656,1.236287557
1.7659,1.235305837
1.7662,1.234323801
1.7665,1.233341451
1.7668,1.232358792
1.7671,1.231375829
1.7674,1.230392565
1.7677,1.229409005
1.768,1.228425153
1.7683,1.227441014
1.7686,1.22645659
1.7689,1.225471887
1.7692,1.224486909
1.7695,1.22350166
1.7698,1.222516144
1.7701,1.221530366
1.7704,1.220544329
1.7707,1.219558037
1.771,1.218571496
1.7713,1.217584709
1.7716,1.21659768
1.7719,1.215610414
1.7722,1.214622915
1.7725,1.213635186
1.7728,1.212647233
1.7731,1.211659059
1.7734,1.210670668
1.7737,1.209682065
1.774,1.208693254
1.7743,1.207704239
1.7746,1.206715024
1.7749,1.205725614
1.7752,1.204736012
1.7755,1.203746223
1.7758,1.202756251
1.7761,1.201766101
1.7764,1.200775775
1.7767,1.199785279
1.777,1.198794616
1.7773,1.197803792
1.7776,1.196812809
1.7779,1.195821673
1.7782,1.194830386
1.7785,1.193838955
1.7788,1.192847382
1.7791,1.191855671
1.7794,1.190863828
1.7797,1.189871856
1.78,1.188879759
1.7803,1.187887541
1.7806,1.186895207
1.7809,1.18590276
1.7812,1.184910206
1.7815,1.183917547
1.7818,1.182924789
1.7821,1.181931935
1.7824,1.180938989
1.7827,1.179945955
1.783,1.178952839
1.7833,1.177959643
1.7836,1.176966372
1.7839,1.17597303
1.7842,1.174979621
1.7845,1.173986149
1.7848,1.172992619
1.7851,1.171999034
1.7854,1.171005399
1.7857,1.170011718
1.786,1.169017994
1.7863,1.168024232
1.7866,1.167030436
1.7869,1.166036611
1.7872,1.165042759
1.7875,1.164048886
1.7878,1.163054996
1.7881,1.162061091
1.7884,1.161067178
1.7887,1.160073258
1.789,1.159079338
1.7893,1.15808542
1.7896,1.157091509
1.7899,1.15609761
1.7902,1.155103725
1.7905,1.154109859
1.7908,1.153116016
1.7911,1.1521222
1.7914,1.151128416
1.7917,1.150134667
1.792,1.149140957
1.7923,1.14814729
1.7926,1.147153671
1.7929,1.146160103
1.7932,1.14516659
1.7935,1.144173138
1.7938,1.143179748
1.7941,1.142186426
1.7944,1.141193176
1.7947,1.140200001
1.795,1.139206905
1.7953,1.138213893
1.7956,1.137220969
1.7959,1.136228136
1.7962,1.135235399
1.7965,1.134242762
1.7968,1.133250227
1.7971,1.132257801
1.7974,1.131265486
1.7977,1.130273286
1.798,1.129281206
1.7983,1.128289249
1.7986,1.127297419
1.7989,1.126305721
1.7992,1.125314158
1.7995,1.124322734
1.7998,1.123331454
1.8001,1.122340321
1.8004,1.121349338
1.8007,1.120358511
1.801,1.119367842
1.8013,1.118377337
1.8016,1.117386998
1.8019,1.11639683
1.8022,1.115406837
1.8025,1.114417022
1.8028,1.113427389
1.8031,1.112437943
1.8034,1.111448687
1.8037,1.110459625
1.804,1.109470761
1.8043,1.108482099
1.8046,1.107493643
1.8049,1.106505396
1.8052,1.105517363
1.8055,1.104529547
1.8058,1.103541952
1.8061,1.102554583
1.8064,1.101567442
1.8067,1.100580535
1.807,1.099593863
1.8073,1.098607433
1.8076,1.097621246
1.8079,1.096635308
1.8082,1.095649621
1.8085,1.094664191
1.8088,1.09367902
1.8091,1.092694112
1.8094,1.091709471
1.8097,1.090725102
1.81,1.089741007
1.8103,1.088757191
1.8106,1.087773657
1.8109,1.086790409
1.8112,1.085807451
1.8115,1.084824787
1.8118,1.08384242
1.8121,1.082860354
1.8124,1.081878593
1.8127,1.080897141
1.813,1.079916001
1.8133,1.078935177
1.8136,1.077954673
1.8139,1.076974493
1.8142,1.07599464
1.8145,1.075015118
1.8148,1.074035931
1.8151,1.073057083
1.8154,1.072078576
1.8157,1.071100415
1.816,1.070122604
1.8163,1.069145146
1.8166,1.068168045
1.8169,1.067191304
1.8172,1.066214928
1.8175,1.065238919
1.8178,1.064263282
1.8181,1.06328802
1.8184,1.062313137
1.8187,1.061338636
1.819,1.060364522
1.8193,1.059390797
1.8196,1.058417466
1.8199,1.057444531
1.8202,1.056471997
1.8205,1.055499867
1.8208,1.054528145
1.8211,1.053556834
1.8214,1.052585938
1.8217,1.051615461
1.822,1.050645405
1.8223,1.049675776
1.8226,1.048706575
1.8229,1.047737807
1.8232,1.046769476
1.8235,1.045801584
1.8238,1.044834136
1.8241,1.043867135
1.8244,1.042900584
1.8247,1.041934487
1.825,1.040968848
1.8253,1.040003669
1.8256,1.039038955
1.8259,1.038074709
1.8262,1.037110935
1.8265,1.036147635
1.8268,1.035184814
1.8271,1.034222475
1.8274,1.033260621
1.8277,1.032299256
1.828,1.031338383
1.8283,1.030378006
1.8286,1.029418128
1.8289,1.028458753
1.8292,1.027499883
1.8295,1.026541523
1.8298,1.025583676
1.8301,1.024626345
1.8304,1.023669534
1.8307,1.022713246
1.831,1.021757484
1.8313,1.020802252
1.8316,1.019847554
1.8319,1.018893392
1.8322,1.017939769
1.8325,1.01698669
1.8328,1.016034158
1.8331,1.015082176
1.8334,1.014130746
1.8337,1.013179874
1.834,1.012229561
1.8343,1.011279812
1.8346,1.01033063
1.8349,1.009382017
1.8352,1.008433977
1.8355,1.007486514
1.8358,1.00653963
1.8361,1.00559333
1.8364,1.004647616
1.8367,1.003702491
1.837,1.00275796
1.8373,1.001814024
1.8376,1.000870688
1.8379,0.999927954
1.8382,0.998985826
1.8385,0.998044307
1.8388,0.9971034
1.8391,0.996163108
1.8394,0.995223435
1.8397,0.994284384
1.84,0.993345958
1.8403,0.99240816
1.8406,0.991470994
1.8409,0.990534462
1.8412,0.989598568
1.8415,0.988663314
1.8418,0.987728705
1.8421,0.986794742
1.8424,0.98586143
1.8427,0.984928771
1.843,0.983996769
1.8433,0.983065427
1.8436,0.982134747
1.8439,0.981204733
1.8442,0.980275387
1.8445,0.979346714
1.8448,0.978418716
1.8451,0.977491396
1.8454,0.976564757
1.8457,0.975638803
1.846,0.974713536
1.8463,0.973788959
1.8466,0.972865075
1.8469,0.971941888
1.8472,0.971019401
1.8475,0.970097615
1.8478,0.969176536
1.8481,0.968256164
1.8484,0.967336505
1.8487,0.966417559
1.849,0.965499331
1.8493,0.964581824
1.8496,0.963665039
1.8499,0.962748981
1.8502,0.961833653
1.8505,0.960919056
1.8508,0.960005195
1.8511,0.959092071
1.8514,0.958179689
1.8517,0.95726805
1.852,0.956357159
1.8523,0.955447017
1.8526,0.954537627
1.8529,0.953628993
1.8532,0.952721118
1.8535,0.951814003
1.8538,0.950907653
1.8541,0.95000207
1.8544,0.949097256
1.8547,0.948193215
1.855,0.94728995
1.8553,0.946387463
1.8556,0.945485756
1.8559,0.944584834
1.8562,0.943684699
1.8565,0.942785353
1.8568,0.941886799
1.8571,0.940989041
1.8574,0.94009208
1.8577,0.93919592
1.858,0.938300564
1.8583,0.937406013
1.8586,0.936512272
1.8589,0.935619342
1.8592,0.934727226
1.8595,0.933835928
1.8598,0.932945449
1.8601,0.932055793
1.8604,0.931166962
1.8607,0.93027896
1.861,0.929391787
1.8613,0.928505448
1.8616,0.927619945
1.8619,0.926735281
1.8622,0.925851458
1.8625,0.924968479
1.8628,0.924086346
1.8631,0.923205063
1.8634,0.922324631
1.8637,0.921445054
1.864,0.920566334
1.8643,0.919688474
1.8646,0.918811476
1.8649,0.917935343
1.8652,0.917060078
1.8655,0.916185682
1.8658,0.91531216
1.8661,0.914439512
1.8664,0.913567742
1.8667,0.912696852
1.867,0.911826846
1.8673,0.910957724
1.8676,0.910089491
1.8679,0.909222148
1.8682,0.908355698
1.8685,0.907490143
1.8688,0.906625486
1.8691,0.90576173
1.8694,0.904898877
1.8697,0.904036929
1.87,0.903175888
1.8703,0.902315759
1.8706,0.901456541
1.8709,0.90059824
1.8712,0.899740855
1.8715,0.898884391
1.8718,0.89802885
1.8721,0.897174233
1.8724,0.896320543
1.8727,0.895467784
1.873,0.894615956
1.8733,0.893765063
1.8736,0.892915107
1.8739,0.89206609
1.8742,0.891218015
1.8745,0.890370884
1.8748,0.889524699
1.8751,0.888679463
1.8754,0.887835178
1.8757,0.886991846
1.876,0.88614947
1.8763,0.885308052
1.8766,0.884467595
1.8769,0.8836281
1.8772,0.882789569
1.8775,0.881952006
1.8778,0.881115413
1.8781,0.880279791
1.8784,0.879445143
1.8787,0.878611472
1.879,0.877778778
1.8793,0.876947066
1.8796,0.876116337
1.8799,0.875286593
1.8802,0.874457836
1.8805,0.873630069
1.8808,0.872803294
1.8811,0.871977513
1.8814,0.871152728
1.8817,0.870328942
1.882,0.869506156
1.8823,0.868684373
1.8826,0.867863595
1.8829,0.867043824
1.8832,0.866225062
1.8835,0.865407312
1.8838,0.864590575
1.8841,0.863774854
1.8844,0.862960151
1.8847,0.862146467
1.885,0.861333806
1.8853,0.860522169
1.8856,0.859711558
1.8859,0.858901975
1.8862,0.858093423
1.8865,0.857285903
1.8868,0.856479417
1.8871,0.855673968
1.8874,0.854869558
1.8877,0.854066188
1.888,0.853263861
1.8883,0.852462579
1.8886,0.851662344
1.8889,0.850863157
1.8892,0.850065021
1.8895,0.849267938
1.8898,0.848471909
1.8901,0.847676938
1.8904,0.846883025
1.8907,0.846090173
1.891,0.845298383
1.8913,0.844507658
1.8916,0.843718
1.8919,0.84292941
1.8922,0.842141891
1.8925,0.841355444
1.8928,0.840570072
1.8931,0.839785776
1.8934,0.839002558
1.8937,0.83822042
1.894,0.837439364
1.8943,0.836659392
1.8946,0.835880505
1.8949,0.835102706
1.8952,0.834325997
1.8955,0.83355038
1.8958,0.832775855
1.8961,0.832002425
1.8964,0.831230093
1.8967,0.830458859
1.897,0.829688726
1.8973,0.828919695
1.8976,0.828151769
1.8979,0.827384948
1.8982,0.826619236
1.8985,0.825854633
1.8988,0.825091142
1.8991,0.824328764
1.8994,0.8235675
1.8997,0.822807354
1.9,0.822048326
1.9003,0.821290419
1.9006,0.820533634
1.9009,0.819777972
1.9012,0.819023436
1.9015,0.818270028
1.9018,0.817517748
1.9021,0.816766599
1.9024,0.816016583
1.9027,0.8152677
1.903,0.814519954
1.9033,0.813773345
1.9036,0.813027876
1.9039,0.812283547
1.9042,0.811540361
1.9045,0.81079832
1.9048,0.810057424
1.9051,0.809317676
1.9054,0.808579077
1.9057,0.807841629
1.906,0.807105334
1.9063,0.806370193
1.9066,0.805636207
1.9069,0.804903379
1.9072,0.80417171
1.9075,0.803441202
1.9078,0.802711856
1.9081,0.801983674
1.9084,0.801256657
1.9087,0.800530808
1.909,0.799806127
1.9093,0.799082616
1.9096,0.798360276
1.9099,0.79763911
1.9102,0.796919119
1.9105,0.796200305
1.9108,0.795482668
1.9111,0.794766211
1.9114,0.794050935
1.9117,0.793336841
1.912,0.792623931
1.9123,0.791912207
1.9126,0.79120167
1.9129,0.790492321
1.9132,0.789784163
1.9135,0.789077196
1.9138,0.788371422
1.9141,0.787666843
1.9144,0.786963459
1.9147,0.786261273
1.915,0.785560286
1.9153,0.784860499
1.9156,0.784161914
1.9159,0.783464533
1.9162,0.782768356
1.9165,0.782073385
1.9168,0.781379621
1.9171,0.780687067
1.9174,0.779995723
1.9177,0.779305591
1.918,0.778616671
1.9183,0.777928967
1.9186,0.777242478
1.9189,0.776557207
1.9192,0.775873155
1.9195,0.775190322
1.9198,0.774508711
1.9201,0.773828323
1.9204,0.773149159
1.9207,0.772471221
1.921,0.77179451
1.9213,0.771119026
1.9216,0.770444773
1.9219,0.76977175
1.9222,0.76909996
1.9225,0.768429403
1.9228,0.767760081
1.9231,0.767091995
1.9234,0.766425147
1.9237,0.765759538
1.924,0.765095168
1.9243,0.76443204
1.9246,0.763770155
1.9249,0.763109514
1.9252,0.762450118
1.9255,0.761791968
1.9258,0.761135066
1.9261,0.760479414
1.9264,0.759825011
1.9267,0.75917186
1.927,0.758519962
1.9273,0.757869318
1.9276,0.757219929
1.9279,0.756571797
1.9282,0.755924922
1.9285,0.755279306
1.9288,0.754634951
1.9291,0.753991857
1.9294,0.753350025
1.9297,0.752709457
1.93,0.752070154
1.9303,0.751432118
1.9306,0.750795348
1.9309,0.750159847
1.9312,0.749525616
1.9315,0.748892656
1.9318,0.748260968
1.9321,0.747630553
1.9324,0.747001412
1.9327,0.746373547
1.933,0.745746959
1.9333,0.745121648
1.9336,0.744497617
1.9339,0.743874866
1.9342,0.743253395
1.9345,0.742633208
1.9348,0.742014303
1.9351,0.741396684
1.9354,0.74078035
1.9357,0.740165302
1.936,0.739551543
1.9363,0.738939073
1.9366,0.738327893
1.9369,0.737718005
1.9372,0.737109408
1.9375,0.736502105
1.9378,0.735896097
1.9381,0.735291384
1.9384,0.734687968
1.9387,0.734085849
1.939,0.73348503
1.9393,0.73288551
1.9396,0.732287291
1.9399,0.731690374
1.9402,0.73109476
1.9405,0.73050045
1.9408,0.729907446
1.9411,0.729315747
1.9414,0.728725355
1.9417,0.728136272
1.942,0.727548498
1.9423,0.726962034
1.9426,0.726376882
1.9429,0.725793042
1.9432,0.725210515
1.9435,0.724629302
1.9438,0.724049405
1.9441,0.723470824
1.9444,0.72289356
1.9447,0.722317614
1.945,0.721742988
1.9453,0.721169682
1.9456,0.720597698
1.9459,0.720027035
1.9462,0.719457696
1.9465,0.718889681
1.9468,0.718322991
1.9471,0.717757627
1.9474,0.71719359
1.9477,0.716630882
1.948,0.716069502
1.9483,0.715509452
1.9486,0.714950733
1.9489,0.714393346
1.9492,0.713837291
1.9495,0.713282571
1.9498,0.712729185
1.9501,0.712177134
1.9504,0.71162642
1.9507,0.711077044
1.951,0.710529005
1.9513,0.709982306
1.9516,0.709436947
1.9519,0.70889293
1.9522,0.708350254
1.9525,0.707808921
1.9528,0.707268932
1.9531,0.706730288
1.9534,0.706192989
1.9537,0.705657037
1.954,0.705122432
1.9543,0.704589175
1.9546,0.704057268
1.9549,0.703526711
1.9552,0.702997504
1.9555,0.70246965
1.9558,0.701943148
1.9561,0.701418
1.9564,0.700894206
1.9567,0.700371767
1.957,0.699850685
1.9573,0.699330959
1.9576,0.698812592
1.9579,0.698295583
1.9582,0.697779934
1.9585,0.697265645
1.9588,0.696752718
1.9591,0.696241153
1.9594,0.695730951
1.9597,0.695222112
1.96,0.694714638
1.9603,0.69420853
1.9606,0.693703788
1.9609,0.693200414
1.9612,0.692698407
1.9615,0.692197769
1.9618,0.691698501
1.9621,0.691200604
1.9624,0.690704078
1.9627,0.690208923
1.963,0.689715142
1.9633,0.689222735
1.9636,0.688731702
1.9639,0.688242045
1.9642,0.687753764
1.9645,0.68726686
1.9648,0.686781333
1.9651,0.686297186
1.9654,0.685814418
1.9657,0.68533303
1.966,0.684853023
1.9663,0.684374398
1.9666,0.683897156
1.9669,0.683421297
1.9672,0.682946822
1.9675,0.682473732
1.9678,0.682002028
1.9681,0.681531711
1.9684,0.681062781
1.9687,0.680595239
1.969,0.680129086
1.9693,0.679664323
1.9696,0.679200951
1.9699,0.678738969
1.9702,0.67827838
1.9705,0.677819184
1.9708,0.677361381
1.9711,0.676904972
1.9714,0.676449959
1.9717,0.675996342
1.972,0.675544121
1.9723,0.675093298
1.9726,0.674643873
1.9729,0.674195847
1.9732,0.673749221
1.9735,0.673303995
1.9738,0.67286017
1.9741,0.672417748
1.9744,0.671976728
1.9747,0.671537112
1.975,0.6710989
1.9753,0.670662094
1.9756,0.670226693
1.9759,0.669792699
1.9762,0.669360112
1.9765,0.668928933
1.9768,0.668499163
1.9771,0.668070802
1.9774,0.667643852
1.9777,0.667218313
1.978,0.666794186
1.9783,0.666371471
1.9786,0.66595017
1.9789,0.665530282
1.9792,0.66511181
1.9795,0.664694753
1.9798,0.664279112
1.9801,0.663864889
1.9804,0.663452083
1.9807,0.663040696
1.981,0.662630728
1.9813,0.66222218
1.9816,0.661815053
1.9819,0.661409347
1.9822,0.661005064
1.9825,0.660602203
1.9828,0.660200766
1.9831,0.659800754
1.9834,0.659402167
1.9837,0.659005006
1.984,0.658609271
1.9843,0.658214964
1.9846,0.657822085
1.9849,0.657430635
1.9852,0.657040615
1.9855,0.656652025
1.9858,0.656264866
1.9861,0.655879139
1.9864,0.655494844
1.9867,0.655111983
1.987,0.654730556
1.9873,0.654350563
1.9876,0.653972007
1.9879,0.653594886
1.9882,0.653219202
1.9885,0.652844957
1.9888,0.652472149
1.9891,0.652100781
1.9894,0.651730853
1.9897,0.651362366
1.99,0.65099532
1.9903,0.650629716
1.9906,0.650265555
1.9909,0.649902837
1.9912,0.649541565
1.9915,0.649181737
1.9918,0.648823355
1.9921,0.64846642
1.9924,0.648110932
1.9927,0.647756892
1.993,0.647404301
1.9933,0.64705316
1.9936,0.646703469
1.9939,0.646355229
1.9942,0.646008441
1.9945,0.645663106
1.9948,0.645319224
1.9951,0.644976796
1.9954,0.644635823
1.9957,0.644296305
1.996,0.643958244
1.9963,0.64362164
1.9966,0.643286494
1.9969,0.642952806
1.9972,0.642620578
1.9975,0.642289809
1.9978,0.641960502
1.9981,0.641632656
1.9984,0.641306273
1.9987,0.640981353
1.999,0.640657897
1.9993,0.640335905
1.9996,0.640015379
1.9999,0.639696319
2.0002,0.639378726
2.0005,0.6390626
2.0008,0.638747944
2.0011,0.638434756
2.0014,0.638123038
2.0017,0.637812792
2.002,0.637504017
2.0023,0.637196714
2.0026,0.636890884
2.0029,0.636586528
2.0032,0.636283647
2.0035,0.635982242
2.0038,0.635682313
2.0041,0.63538386
2.0044,0.635086886
2.0047,0.63479139
2.005,0.634497374
2.0053,0.634204837
2.0056,0.633913782
2.0059,0.633624209
2.0062,0.633336118
2.0065,0.63304951
2.0068,0.632764387
2.0071,0.632480749
2.0074,0.632198596
2.0077,0.63191793
2.008,0.631638751
2.0083,0.631361061
2.0086,0.63108486
2.0089,0.630810148
2.0092,0.630536927
2.0095,0.630265197
2.0098,0.62999496
2.0101,0.629726216
2.0104,0.629458966
2.0107,0.62919321
2.011,0.62892895
2.0113,0.628666187
2.0116,0.62840492
2.0119,0.628145152
2.0122,0.627886883
2.0125,0.627630113
2.0128,0.627374844
2.0131,0.627121076
2.0134,0.626868811
2.0137,0.626618048
2.014,0.62636879
2.0143,0.626121036
2.0146,0.625874788
2.0149,0.625630047
2.0152,0.625386813
2.0155,0.625145087
2.0158,0.62490487
2.0161,0.624666164
2.0164,0.624428968
2.0167,0.624193284
2.017,0.623959112
2.0173,0.623726454
2.0176,0.62349531
2.0179,0.623265682
2.0182,0.623037569
2.0185,0.622810974
2.0188,0.622585896
2.0191,0.622362337
2.0194,0.622140298
2.0197,0.62191978
2.02,0.621700783
2.0203,0.621483308
2.0206,0.621267357
2.0209,0.62105293
2.0212,0.620840028
2.0215,0.620628652
2.0218,0.620418803
2.0221,0.620210482
2.0224,0.62000369
2.0227,0.619798427
2.023,0.619594695
2.0233,0.619392495
2.0236,0.619191827
2.0239,0.618992693
2.0242,0.618795094
2.0245,0.618599029
2.0248,0.618404501
2.0251,0.618211511
2.0254,0.618020058
2.0257,0.617830145
2.026,0.617641772
2.0263,0.61745494
2.0266,0.61726965
2.0269,0.617085904
2.0272,0.616903701
2.0275,0.616723044
2.0278,0.616543933
2.0281,0.616366368
2.0284,0.616190352
2.0287,0.616015885
2.029,0.615842967
2.0293,0.615671601
2.0296,0.615501787
2.0299,0.615333526
2.0302,0.615166819
2.0305,0.615001667
2.0308,0.614838071
2.0311,0.614676033
2.0314,0.614515552
2.0317,0.614356631
2.032,0.61419927
2.0323,0.61404347
2.0326,0.613889233
2.0329,0.613736559
2.0332,0.613585449
2.0335,0.613435905
2.0338,0.613287928
2.0341,0.613141518
2.0344,0.612996677
2.0347,0.612853405
2.035,0.612711705
2.0353,0.612571576
2.0356,0.61243302
2.0359,0.612296039
2.0362,0.612160633
2.0365,0.612026803
2.0368,0.61189455
2.0371,0.611763876
2.0374,0.611634781
2.0377,0.611507268
2.038,0.611381336
2.0383,0.611256987
2.0386,0.611134222
2.0389,0.611013042
2.0392,0.610893449
2.0395,0.610775443
2.0398,0.610659026
2.0401,0.610544199
2.0404,0.610430963
2.0407,0.610319319
2.041,0.610209268
2.0413,0.610100811
2.0416,0.609993951
2.0419,0.609888687
2.0422,0.609785021
2.0425,0.609682954
2.0428,0.609582488
2.0431,0.609483623
2.0434,0.609386361
2.0437,0.609290702
2.044,0.609196649
2.0443,0.609104203
2.0446,0.609013364
2.0449,0.608924134
2.0452,0.608836514
2.0455,0.608750505
2.0458,0.608666109
2.0461,0.608583326
2.0464,0.608502159
2.0467,0.608422608
2.047,0.608344674
2.0473,0.608268359
2.0476,0.608193664
2.0479,0.608120591
2.0482,0.60804914
2.0485,0.607979313
2.0488,0.607911112
2.0491,0.607844536
2.0494,0.607779589
2.0497,0.607716271
2.05,0.607654583
2.0503,0.607594526
2.0506,0.607536103
2.0509,0.607479314
2.0512,0.607424161
2.0515,0.607370644
2.0518,0.607318767
2.0521,0.607268528
2.0524,0.607219931
2.0527,0.607172976
2.053,0.607127665
2.0533,0.607083999
2.0536,0.60704198
2.0539,0.607001608
2.0542,0.606962886
2.0545,0.606925814
2.0548,0.606890394
2.0551,0.606856628
2.0554,0.606824517
2.0557,0.606794061
2.056,0.606765264
2.0563,0.606738125
2.0566,0.606712647
2.0569,0.606688831
2.0572,0.606666678
2.0575,0.60664619
2.0578,0.606627368
2.0581,0.606610214
2.0584,0.606594729
2.0587,0.606580915
2.059,0.606568772
2.0593,0.606558303
2.0596,0.60654951
2.0599,0.606542393
2.0602,0.606536953
2.0605,0.606533194
2.0608,0.606531115
2.0611,0.606530719
2.0614,0.606532006
2.0617,0.60653498
2.062,0.60653964
2.0623,0.606545989
2.0626,0.606554028
2.0629,0.606563759
2.0632,0.606575183
2.0635,0.606588302
2.0638,0.606603118
2.0641,0.606619631
2.0644,0.606637843
2.0647,0.606657757
2.065,0.606679373
2.0653,0.606702694
2.0656,0.60672772
2.0659,0.606754454
2.0662,0.606782897
2.0665,0.60681305
2.0668,0.606844916
2.0671,0.606878496
2.0674,0.606913791
2.0677,0.606950803
2.068,0.606989534
2.0683,0.607029986
2.0686,0.60707216
2.0689,0.607116057
2.0692,0.60716168
2.0695,0.60720903
2.0698,0.607258109
2.0701,0.607308918
2.0704,0.60736146
2.0707,0.607415735
2.071,0.607471746
2.0713,0.607529495
2.0716,0.607588982
2.0719,0.60765021
2.0722,0.60771318
2.0725,0.607777895
2.0728,0.607844355
2.0731,0.607912564
2.0734,0.607982521
2.0737,0.60805423
2.074,0.608127692
2.0743,0.608202908
2.0746,0.608279881
2.0749,0.608358613
2.0752,0.608439104
2.0755,0.608521357
2.0758,0.608605374
2.0761,0.608691157
2.0764,0.608778707
2.0767,0.608868025
2.077,0.608959115
2.0773,0.609051978
2.0776,0.609146615
2.0779,0.609243029
2.0782,0.609341221
2.0785,0.609441194
2.0788,0.609542948
2.0791,0.609646486
2.0794,0.60975181
2.0797,0.609858922
2.08,0.609967824
2.0803,0.610078517
2.0806,0.610191003
2.0809,0.610305285
2.0812,0.610421364
2.0815,0.610539242
2.0818,0.610658921
2.0821,0.610780403
2.0824,0.61090369
2.0827,0.611028784
2.083,0.611155687
2.0833,0.611284401
2.0836,0.611414928
2.0839,0.611547269
2.0842,0.611681427
2.0845,0.611817404
2.0848,0.611955202
2.0851,0.612094822
2.0854,0.612236267
2.0857,0.612379539
2.086,0.61252464
2.0863,0.612671571
2.0866,0.612820336
2.0869,0.612970935
2.0872,0.613123371
2.0875,0.613277647
2.0878,0.613433763
2.0881,0.613591722
2.0884,0.613751527
2.0887,0.613913179
2.089,0.61407668
2.0893,0.614242033
2.0896,0.614409239
2.0899,0.614578301
2.0902,0.614749221
2.0905,0.614922
2.0908,0.615096642
2.0911,0.615273147
2.0914,0.615451519
2.0917,0.61563176
2.092,0.615813871
2.0923,0.615997854
2.0926,0.616183713
2.0929,0.616371449
2.0932,0.616561064
2.0935,0.61675256
2.0938,0.61694594
2.0941,0.617141206
2.0944,0.617338359
2.0947,0.617537403
2.095,0.61773834
2.0953,0.617941171
2.0956,0.618145899
2.0959,0.618352526
2.0962,0.618561054
2.0965,0.618771486
2.0968,0.618983824
2.0971,0.61919807
2.0974,0.619414226
2.0977,0.619632295
2.098,0.619852279
2.0983,0.62007418
2.0986,0.620298001
2.0989,0.620523743
2.0992,0.62075141
2.0995,0.620981003
2.0998,0.621212525
2.1001,0.621445977
2.1004,0.621681363
2.1007,0.621918685
2.101,0.622157945
2.1013,0.622399146
2.1016,0.622642289
2.1019,0.622887377
2.1022,0.623134413
2.1025,0.623383398
2.1028,0.623634336
2.1031,0.623887228
2.1034,0.624142078
2.1037,0.624398887
2.104,0.624657657
2.1043,0.624918392
2.1046,0.625181094
2.1049,0.625445765
2.1052,0.625712407
2.1055,0.625981023
2.1058,0.626251615
2.1061,0.626524187
2.1064,0.626798739
2.1067,0.627075275
2.107,0.627353798
2.1073,0.627634309
2.1076,0.627916811
2.1079,0.628201307
2.1082,0.628487799
2.1085,0.62877629
2.1088,0.629066781
2.1091,0.629359277
2.1094,0.629653778
2.1097,0.629950288
2.11,0.630248809
2.1103,0.630549344
2.1106,0.630851896
2.1109,0.631156465
2.1112,0.631463057
2.1115,0.631771672
2.1118,0.632082313
2.1121,0.632394984
2.1124,0.632709686
2.1127,0.633026422
2.113,0.633345195
2.1133,0.633666007
2.1136,0.633988861
2.1139,0.63431376
2.1142,0.634640706
2.1145,0.634969701
2.1148,0.635300749
2.1151,0.635633851
2.1154,0.635969011
2.1157,0.636306232
2.116,0.636645515
2.1163,0.636986863
2.1166,0.63733028
2.1169,0.637675767
2.1172,0.638023328
2.1175,0.638372965
2.1178,0.638724681
2.1181,0.639078478
2.1184,0.639434359
2.1187,0.639792327
2.119,0.640152384
2.1193,0.640514534
2.1196,0.640878778
2.1199,0.64124512
2.1202,0.641613562
2.1205,0.641984107
2.1208,0.642356758
2.1211,0.642731517
2.1214,0.643108388
2.1217,0.643487372
2.122,0.643868472
2.1223,0.644251692
2.1226,0.644637035
2.1229,0.645024502
2.1232,0.645414096
2.1235,0.645805821
2.1238,0.646199679
2.1241,0.646595673
2.1244,0.646993805
2.1247,0.647394079
2.125,0.647796497
2.1253,0.648201062
2.1256,0.648607777
2.1259,0.649016644
2.1262,0.649427667
2.1265,0.649840847
2.1268,0.650256189
2.1271,0.650673695
2.1274,0.651093367
2.1277,0.651515208
2.128,0.651939222
2.1283,0.652365411
2.1286,0.652793777
2.1289,0.653224325
2.1292,0.653657055
2.1295,0.654091973
2.1298,0.654529079
2.1301,0.654968378
2.1304,0.655409871
2.1307,0.655853562
2.131,0.656299454
2.1313,0.656747549
2.1316,0.657197851
2.1319,0.657650362
2.1322,0.658105085
2.1325,0.658562023
2.1328,0.659021179
2.1331,0.659482555
2.1334,0.659946155
2.1337,0.660411982
2.134,0.660880038
2.1343,0.661350326
2.1346,0.661822849
2.1349,0.66229761
2.1352,0.662774613
2.1355,0.663253859
2.1358,0.663735352
2.1361,0.664219094
2.1364,0.66470509
2.1367,0.66519334
2.137,0.665683849
2.1373,0.66617662
2.1376,0.666671654
2.1379,0.667168956
