  point x,  point y
-0.608322581,0.996727486
-0.608129032,0.996652933
-0.607935484,0.996575181
-0.607741935,0.996494223
-0.607548387,0.996410059
-0.607354839,0.996322684
-0.60716129,0.996232099
-0.606967742,0.996138299
-0.606774194,0.996041282
-0.606580645,0.995941046
-0.606387097,0.995837589
-0.606193548,0.995730909
-0.606,0.995621002
-0.605806452,0.995507867
-0.605612903,0.995391501
-0.605419355,0.995271903
-0.605225806,0.995149069
-0.605032258,0.995022996
-0.60483871,0.994893684
-0.604645161,0.994761131
-0.604451613,0.994625333
-0.604258065,0.99448629
-0.604064516,0.994343996
-0.603870968,0.994198453
-0.603677419,0.994049657
-0.603483871,0.993897606
-0.603290323,0.993742297
-0.603096774,0.993583728
-0.602903226,0.993421899
-0.602709677,0.993256806
-0.602516129,0.993088448
-0.602322581,0.992916821
-0.602129032,0.992741926
-0.601935484,0.992563758
-0.601741935,0.992382316
-0.601548387,0.9921976
-0.601354839,0.992009606
-0.60116129,0.991818333
-0.600967742,0.991623777
-0.600774194,0.991425939
-0.600580645,0.991224815
-0.600387097,0.991020406
-0.600193548,0.990812705
-0.6,0.990601714
-0.599806452,0.99038743
-0.599612903,0.990169853
-0.599419355,0.989948979
-0.599225806,0.989724808
-0.599032258,0.989497335
-0.59883871,0.989266562
-0.598645161,0.989032486
-0.598451613,0.988795103
-0.598258065,0.988554413
-0.598064516,0.988310417
-0.597870968,0.98806311
-0.597677419,0.987812491
-0.597483871,0.987558558
-0.597290323,0.987301312
-0.597096774,0.987040749
-0.596903226,0.986776867
-0.596709677,0.986509665
-0.596516129,0.986239141
-0.596322581,0.985965295
-0.596129032,0.985688126
-0.595935484,0.98540763
-0.595741935,0.985123808
-0.595548387,0.984836655
-0.595354839,0.984546173
-0.59516129,0.98425236
-0.594967742,0.983955213
-0.594774194,0.983654733
-0.594580645,0.983350916
-0.594387097,0.983043764
-0.594193548,0.98273327
-0.594,0.98241944
-0.593806452,0.982102267
-0.593612903,0.98178175
-0.593419355,0.981457891
-0.593225806,0.981130688
-0.593032258,0.980800139
-0.59283871,0.980466242
-0.592645161,0.980128996
-0.592451613,0.9797884
-0.592258065,0.979444453
-0.592064516,0.979097156
-0.591870968,0.978746505
-0.591677419,0.978392499
-0.591483871,0.978035139
-0.591290323,0.977674421
-0.591096774,0.977310347
-0.590903226,0.976942914
-0.590709677,0.976572122
-0.590516129,0.97619797
-0.590322581,0.975820455
-0.590129032,0.975439577
-0.589935484,0.975055339
-0.589741935,0.974667733
-0.589548387,0.974276764
-0.589354839,0.973882429
-0.58916129,0.973484728
-0.588967742,0.973083657
-0.588774194,0.972679219
-0.588580645,0.972271411
-0.588387097,0.971860232
-0.588193548,0.971445684
-0.588,0.971027764
-0.587806452,0.97060647
-0.587612903,0.970181804
-0.587419355,0.969753764
-0.587225806,0.969322349
-0.587032258,0.968887558
-0.58683871,0.968449392
-0.586645161,0.968007851
-0.586451613,0.967562931
-0.586258065,0.967114634
-0.586064516,0.96666296
-0.585870968,0.966207907
-0.585677419,0.965749472
-0.585483871,0.965287661
-0.585290323,0.964822467
-0.585096774,0.964353893
-0.584903226,0.963881937
-0.584709677,0.963406602
-0.584516129,0.962927882
-0.584322581,0.962445781
-0.584129032,0.961960297
-0.583935484,0.96147143
-0.583741935,0.960979179
-0.583548387,0.960483545
-0.583354839,0.959984526
-0.58316129,0.959482122
-0.582967742,0.958976335
-0.582774194,0.958467162
-0.582580645,0.957954604
-0.582387097,0.957438661
-0.582193548,0.956919333
-0.582,0.956396619
-0.581806452,0.955870518
-0.581612903,0.955341032
-0.581419355,0.95480816
-0.581225806,0.954271903
-0.581032258,0.953732259
-0.58083871,0.953189229
-0.580645161,0.952642811
-0.580451613,0.952093008
-0.580258065,0.951539819
-0.580064516,0.950983244
-0.579870968,0.950423282
-0.579677419,0.949859935
-0.579483871,0.949293202
-0.579290323,0.948723082
-0.579096774,0.948149577
-0.578903226,0.947572688
-0.578709677,0.946992411
-0.578516129,0.94640875
-0.578322581,0.945821705
-0.578129032,0.945231274
-0.577935484,0.944637459
-0.577741935,0.944040259
-0.577548387,0.943439676
-0.577354839,0.94283571
-0.57716129,0.94222836
-0.576967742,0.941617627
-0.576774194,0.941003512
-0.576580645,0.940386015
-0.576387097,0.939765135
-0.576193548,0.939140874
-0.576,0.938513234
-0.575806452,0.937882213
-0.575612903,0.937247811
-0.575419355,0.93661003
-0.575225806,0.935968872
-0.575032258,0.935324335
-0.57483871,0.934676419
-0.574645161,0.934025128
-0.574451613,0.933370459
-0.574258065,0.932712415
-0.574064516,0.932050996
-0.573870968,0.931386202
-0.573677419,0.930718034
-0.573483871,0.930046493
-0.573290323,0.929371581
-0.573096774,0.928693297
-0.572903226,0.928011642
-0.572709677,0.927326619
-0.572516129,0.926638225
-0.572322581,0.925946463
-0.572129032,0.925251333
-0.571935484,0.924552838
-0.571741935,0.923850977
-0.571548387,0.92314575
-0.571354839,0.922437162
-0.57116129,0.92172521
-0.570967742,0.921009895
-0.570774194,0.920291221
-0.570580645,0.919569187
-0.570387097,0.918843794
-0.570193548,0.918115044
-0.57,0.917382937
-0.569806452,0.916647476
-0.569612903,0.915908659
-0.569419355,0.915166491
-0.569225806,0.91442097
-0.569032258,0.913672097
-0.56883871,0.912919876
-0.568645161,0.912164309
-0.568451613,0.911405392
-0.568258065,0.91064313
-0.568064516,0.909877524
-0.567870968,0.909108575
-0.567677419,0.908336284
-0.567483871,0.907560653
-0.567290323,0.906781682
-0.567096774,0.905999375
-0.566903226,0.905213731
-0.566709677,0.904424754
-0.566516129,0.903632442
-0.566322581,0.9028368
-0.566129032,0.902037827
-0.565935484,0.901235524
-0.565741935,0.900429895
-0.565548387,0.899620941
-0.565354839,0.898808663
-0.56516129,0.897993063
-0.564967742,0.897174143
-0.564774194,0.896351903
-0.564580645,0.895526345
-0.564387097,0.894697472
-0.564193548,0.893865286
-0.564,0.893029787
-0.563806452,0.892190977
-0.563612903,0.891348861
-0.563419355,0.890503436
-0.563225806,0.889654707
-0.563032258,0.888802674
-0.56283871,0.887947341
-0.562645161,0.887088707
-0.562451613,0.886226777
-0.562258065,0.88536155
-0.562064516,0.884493032
-0.561870968,0.883621221
-0.561677419,0.88274612
-0.561483871,0.881867733
-0.561290323,0.880986059
-0.561096774,0.880101103
-0.560903226,0.879212865
-0.560709677,0.878321347
-0.560516129,0.877426552
-0.560322581,0.876528482
-0.560129032,0.875627141
-0.559935484,0.874722528
-0.559741935,0.873814646
-0.559548387,0.872903499
-0.559354839,0.871989088
-0.55916129,0.871071413
-0.558967742,0.870150482
-0.558774194,0.869226291
-0.558580645,0.868298848
-0.558387097,0.86736815
-0.558193548,0.866434204
-0.558,0.86549701
-0.557806452,0.864556571
-0.557612903,0.86361289
-0.557419355,0.862665966
-0.557225806,0.861715806
-0.557032258,0.860762411
-0.55683871,0.859805783
-0.556645161,0.858845924
-0.556451613,0.857882838
-0.556258065,0.856916528
-0.556064516,0.855946992
-0.555870968,0.85497424
-0.555677419,0.853998269
-0.555483871,0.853019084
-0.555290323,0.852036688
-0.555096774,0.851051082
-0.554903226,0.850062269
-0.554709677,0.849070253
-0.554516129,0.848075036
-0.554322581,0.847076621
-0.554129032,0.846075011
-0.553935484,0.845070208
-0.553741935,0.844062217
-0.553548387,0.843051038
-0.553354839,0.842036676
-0.55316129,0.841019131
-0.552967742,0.839998411
-0.552774194,0.838974516
-0.552580645,0.837947448
-0.552387097,0.836917211
-0.552193548,0.835883808
-0.552,0.834847242
-0.551806452,0.833807518
-0.551612903,0.832764636
-0.551419355,0.8317186
-0.551225806,0.830669413
-0.551032258,0.82961708
-0.55083871,0.828561604
-0.550645161,0.827502985
-0.550451613,0.826441229
-0.550258065,0.825376339
-0.550064516,0.824308316
-0.549870968,0.823237168
-0.549677419,0.822162893
-0.549483871,0.821085497
-0.549290323,0.820004985
-0.549096774,0.818921356
-0.548903226,0.817834617
-0.548709677,0.81674477
-0.548516129,0.815651819
-0.548322581,0.814555766
-0.548129032,0.813456615
-0.547935484,0.812354371
-0.547741935,0.811249036
-0.547548387,0.810140615
-0.547354839,0.80902911
-0.54716129,0.807914526
-0.546967742,0.806796865
-0.546774194,0.80567613
-0.546580645,0.804552328
-0.546387097,0.803425459
-0.546193548,0.802295528
-0.546,0.801162541
-0.545806452,0.800026497
-0.545612903,0.798887404
-0.545419355,0.797745265
-0.545225806,0.796600082
-0.545032258,0.795451859
-0.54483871,0.7943006
-0.544645161,0.79314631
-0.544451613,0.791988994
-0.544258065,0.790828651
-0.544064516,0.789665291
-0.543870968,0.788498912
-0.543677419,0.787329524
-0.543483871,0.786157126
-0.543290323,0.784981722
-0.543096774,0.78380332
-0.542903226,0.78262192
-0.542709677,0.78143753
-0.542516129,0.78025015
-0.542322581,0.779059787
-0.542129032,0.777866442
-0.541935484,0.776670124
-0.541741935,0.775470832
-0.541548387,0.774268573
-0.541354839,0.77306335
-0.54116129,0.771855168
-0.540967742,0.77064403
-0.540774194,0.769429943
-0.540580645,0.768212909
-0.540387097,0.766992931
-0.540193548,0.765770017
-0.54,0.76454417
-0.539806452,0.76331539
-0.539612903,0.762083688
-0.539419355,0.760849065
-0.539225806,0.759611526
-0.539032258,0.758371072
-0.53883871,0.757127714
-0.538645161,0.755881451
-0.538451613,0.754632291
-0.538258065,0.753380236
-0.538064516,0.752125291
-0.537870968,0.750867463
-0.537677419,0.749606752
-0.537483871,0.748343168
-0.537290323,0.74707671
-0.537096774,0.745807387
-0.536903226,0.7445352
-0.536709677,0.743260156
-0.536516129,0.741982259
-0.536322581,0.740701516
-0.536129032,0.739417928
-0.535935484,0.738131501
-0.535741935,0.73684224
-0.535548387,0.73555015
-0.535354839,0.734255236
-0.53516129,0.732957503
-0.534967742,0.731656952
-0.534774194,0.730353594
-0.534580645,0.72904743
-0.534387097,0.727738467
-0.534193548,0.726426707
-0.534,0.725112156
-0.533806452,0.723794819
-0.533612903,0.722474703
-0.533419355,0.721151811
-0.533225806,0.719826147
-0.533032258,0.718497718
-0.53283871,0.71716653
-0.532645161,0.715832583
-0.532451613,0.714495888
-0.532258065,0.713156446
-0.532064516,0.711814265
-0.531870968,0.710469347
-0.531677419,0.709121701
-0.531483871,0.707771328
-0.531290323,0.706418234
-0.531096774,0.705062429
-0.530903226,0.70370391
-0.530709677,0.70234269
-0.530516129,0.70097877
-0.530322581,0.699612156
-0.530129032,0.698242853
-0.529935484,0.696870867
-0.529741935,0.695496204
-0.529548387,0.694118867
-0.529354839,0.692738863
-0.52916129,0.691356198
-0.528967742,0.689970874
-0.528774194,0.688582901
-0.528580645,0.687192282
-0.528387097,0.685799023
-0.528193548,0.684403128
-0.528,0.683004604
-0.527806452,0.681603457
-0.527612903,0.68019969
-0.527419355,0.67879331
-0.527225806,0.677384324
-0.527032258,0.675972735
-0.52683871,0.67455855
-0.526645161,0.673141775
-0.526451613,0.671722415
-0.526258065,0.670300476
-0.526064516,0.668875962
-0.525870968,0.66744888
-0.525677419,0.666019236
-0.525483871,0.664587034
-0.525290323,0.663152282
-0.525096774,0.661714985
-0.524903226,0.660275147
-0.524709677,0.658832775
-0.524516129,0.657387876
-0.524322581,0.655940455
-0.524129032,0.654490516
-0.523935484,0.653038069
-0.523741935,0.651583114
-0.523548387,0.650125663
-0.523354839,0.648665716
-0.52316129,0.647203284
-0.522967742,0.64573837
-0.522774194,0.644270979
-0.522580645,0.64280112
-0.522387097,0.641328796
-0.522193548,0.639854017
-0.522,0.638376785
-0.521806452,0.636897107
-0.521612903,0.63541499
-0.521419355,0.63393044
-0.521225806,0.632443461
-0.521032258,0.630954063
-0.52083871,0.629462248
-0.520645161,0.627968023
-0.520451613,0.626471396
-0.520258065,0.624972373
-0.520064516,0.623470958
-0.519870968,0.621967158
-0.519677419,0.620460979
-0.519483871,0.618952429
-0.519290323,0.617441512
-0.519096774,0.615928236
-0.518903226,0.614412606
-0.518709677,0.612894629
-0.518516129,0.611374309
-0.518322581,0.609851655
-0.518129032,0.608326672
-0.517935484,0.606799368
-0.517741935,0.605269749
-0.517548387,0.603737817
-0.517354839,0.602203585
-0.51716129,0.600667053
-0.516967742,0.599128232
-0.516774194,0.597587128
-0.516580645,0.596043745
-0.516387097,0.594498091
-0.516193548,0.592950173
-0.516,0.591399996
-0.515806452,0.589847566
-0.515612903,0.588292891
-0.515419355,0.586735979
-0.515225806,0.585176832
-0.515032258,0.583615461
-0.51483871,0.58205187
-0.514645161,0.580486067
-0.514451613,0.578918055
-0.514258065,0.577347846
-0.514064516,0.575775444
-0.513870968,0.574200853
-0.513677419,0.572624086
-0.513483871,0.571045143
-0.513290323,0.569464034
-0.513096774,0.567880766
-0.512903226,0.566295343
-0.512709677,0.564707775
-0.512516129,0.563118067
-0.512322581,0.561526227
-0.512129032,0.559932259
-0.511935484,0.558336171
-0.511741935,0.556737971
-0.511548387,0.555137667
-0.511354839,0.553535261
-0.51116129,0.551930764
-0.510967742,0.550324181
-0.510774194,0.548715518
-0.510580645,0.547104783
-0.510387097,0.545491985
-0.510193548,0.543877128
-0.51,0.542260217
-0.509806452,0.540641265
-0.509612903,0.539020272
-0.509419355,0.537397251
-0.509225806,0.535772206
-0.509032258,0.534145143
-0.50883871,0.532516069
-0.508645161,0.530884994
-0.508451613,0.529251922
-0.508258065,0.527616861
-0.508064516,0.525979819
-0.507870968,0.5243408
-0.507677419,0.522699815
-0.507483871,0.521056869
-0.507290323,0.519411968
-0.507096774,0.51776512
-0.506903226,0.516116333
-0.506709677,0.514465613
-0.506516129,0.512812968
-0.506322581,0.511158402
-0.506129032,0.509501928
-0.505935484,0.507843547
-0.505741935,0.506183269
-0.505548387,0.504521103
-0.505354839,0.502857051
-0.50516129,0.501191126
-0.504967742,0.499523331
-0.504774194,0.497853676
-0.504580645,0.496182166
-0.504387097,0.49450881
-0.504193548,0.492833611
-0.504,0.491156583
-0.503806452,0.489477728
-0.503612903,0.487797055
-0.503419355,0.486114573
-0.503225806,0.484430286
-0.503032258,0.482744204
-0.50283871,0.481056331
-0.502645161,0.479366678
-0.502451613,0.47767525
-0.502258065,0.475982055
-0.502064516,0.474287101
-0.501870968,0.472590394
-0.501677419,0.470891943
-0.501483871,0.469191754
-0.501290323,0.467489834
-0.501096774,0.465786192
-0.500903226,0.464080834
-0.500709677,0.46237377
-0.500516129,0.460665002
-0.500322581,0.458954543
-0.500129032,0.457242398
-0.499935484,0.455528573
-0.499741935,0.45381308
-0.499548387,0.452095922
-0.499354839,0.450377107
-0.49916129,0.448656644
-0.498967742,0.446934541
-0.498774194,0.445210804
-0.498580645,0.44348544
-0.498387097,0.441758459
-0.498193548,0.440029867
-0.498,0.43829967
-0.497806452,0.436567878
-0.497612903,0.434834497
-0.497419355,0.433099535
-0.497225806,0.431363
-0.497032258,0.429624899
-0.49683871,0.427885242
-0.496645161,0.426144032
-0.496451613,0.42440128
-0.496258065,0.42265699
-0.496064516,0.420911175
-0.495870968,0.41916384
-0.495677419,0.41741499
-0.495483871,0.415664638
-0.495290323,0.413912787
-0.495096774,0.412159446
-0.494903226,0.410404625
-0.494709677,0.408648328
-0.494516129,0.406890564
-0.494322581,0.405131341
-0.494129032,0.403370667
-0.493935484,0.401608549
-0.493741935,0.399844996
-0.493548387,0.398080013
-0.493354839,0.396313611
-0.49316129,0.394545796
-0.492967742,0.392776575
-0.492774194,0.391005958
-0.492580645,0.38923395
-0.492387097,0.38746056
-0.492193548,0.385685796
-0.492,0.383909667
-0.491806452,0.382132177
-0.491612903,0.380353337
-0.491419355,0.378573154
-0.491225806,0.376791634
-0.491032258,0.375008789
-0.49083871,0.373224623
-0.490645161,0.371439145
-0.490451613,0.369652362
-0.490258065,0.367864284
-0.490064516,0.366074916
-0.489870968,0.364284269
-0.489677419,0.362492347
-0.489483871,0.360699162
-0.489290323,0.358904718
-0.489096774,0.357109025
-0.488903226,0.35531209
-0.488709677,0.35351392
-0.488516129,0.351714526
-0.488322581,0.349913914
-0.488129032,0.34811209
-0.487935484,0.346309065
-0.487741935,0.344504846
-0.487548387,0.342699438
-0.487354839,0.340892853
-0.48716129,0.339085097
-0.486967742,0.337276177
-0.486774194,0.335466103
-0.486580645,0.333654882
-0.486387097,0.331842522
-0.486193548,0.330029029
-0.486,0.328214413
-0.485806452,0.326398682
-0.485612903,0.324581844
-0.485419355,0.322763905
-0.485225806,0.320944874
-0.485032258,0.31912476
-0.48483871,0.31730357
-0.484645161,0.315481312
-0.484451613,0.313657992
-0.484258065,0.311833623
-0.484064516,0.310008208
-0.483870968,0.308181756
-0.483677419,0.306354278
-0.483483871,0.304525777
-0.483290323,0.302696267
-0.483096774,0.300865749
-0.482903226,0.299034236
-0.482709677,0.297201735
-0.482516129,0.295368253
-0.482322581,0.293533798
-0.482129032,0.291698379
-0.481935484,0.289862004
-0.481741935,0.28802468
-0.481548387,0.286186413
-0.481354839,0.284347217
-0.48116129,0.282507093
-0.480967742,0.280666055
-0.480774194,0.278824107
-0.480580645,0.276981259
-0.480387097,0.275137516
-0.480193548,0.273292891
-0.48,0.271447389
-0.479806452,0.269601017
-0.479612903,0.267753785
-0.479419355,0.265905699
-0.479225806,0.26405677
-0.479032258,0.262207004
-0.47883871,0.260356408
-0.478645161,0.258504992
-0.478451613,0.256652764
-0.478258065,0.25479973
-0.478064516,0.252945901
-0.477870968,0.251091282
-0.477677419,0.249235882
-0.477483871,0.24737971
-0.477290323,0.245522773
-0.477096774,0.24366508
-0.476903226,0.241806638
-0.476709677,0.239947457
-0.476516129,0.238087541
-0.476322581,0.236226901
-0.476129032,0.234365545
-0.475935484,0.23250348
-0.475741935,0.230640716
-0.475548387,0.228777257
-0.475354839,0.226913116
-0.47516129,0.225048297
-0.474967742,0.22318281
-0.474774194,0.221316663
-0.474580645,0.219449863
-0.474387097,0.217582417
-0.474193548,0.215714337
-0.474,0.213845629
-0.473806452,0.211976299
-0.473612903,0.210106356
-0.473419355,0.208235811
-0.473225806,0.206364669
-0.473032258,0.204492937
-0.47283871,0.202620627
-0.472645161,0.200747743
-0.472451613,0.198874295
-0.472258065,0.197000291
-0.472064516,0.195125741
-0.471870968,0.193250648
-0.471677419,0.191375023
-0.471483871,0.189498874
-0.471290323,0.18762221
-0.471096774,0.185745036
-0.470903226,0.183867364
-0.470709677,0.181989198
-0.470516129,0.180110547
-0.470322581,0.178231421
-0.470129032,0.176351827
-0.469935484,0.174471771
-0.469741935,0.172591265
-0.469548387,0.170710314
-0.469354839,0.168828926
-0.46916129,0.16694711
-0.468967742,0.165064874
-0.468774194,0.163182225
-0.468580645,0.161299171
-0.468387097,0.159415722
-0.468193548,0.157531884
-0.468,0.155647665
-0.467806452,0.153763074
-0.467612903,0.151878118
-0.467419355,0.149992806
-0.467225806,0.148107145
-0.467032258,0.146221145
-0.46683871,0.14433481
-0.466645161,0.14244815
-0.466451613,0.140561173
-0.466258065,0.13867389
-0.466064516,0.136786303
-0.465870968,0.134898425
-0.465677419,0.133010259
-0.465483871,0.131121819
-0.465290323,0.129233109
-0.465096774,0.127344135
-0.464903226,0.12545491
-0.464709677,0.12356544
-0.464516129,0.121675731
-0.464322581,0.119785792
-0.464129032,0.117895632
-0.463935484,0.116005257
-0.463741935,0.114114678
-0.463548387,0.112223899
-0.463354839,0.110332931
-0.46316129,0.108441781
-0.462967742,0.106550455
-0.462774194,0.104658962
-0.462580645,0.102767312
-0.462387097,0.10087551
-0.462193548,0.098983566
-0.462,0.097091486
-0.461806452,0.095199278
-0.461612903,0.09330695
-0.461419355,0.091414512
-0.461225806,0.08952197
-0.461032258,0.087629331
-0.46083871,0.085736606
-0.460645161,0.083843798
-0.460451613,0.081950918
-0.460258065,0.080057973
-0.460064516,0.078164973
-0.459870968,0.076271922
-0.459677419,0.07437883
-0.459483871,0.072485707
-0.459290323,0.070592554
-0.459096774,0.068699387
-0.458903226,0.066806206
-0.458709677,0.064913025
-0.458516129,0.063019848
-0.458322581,0.061126684
-0.458129032,0.059233543
-0.457935484,0.057340429
-0.457741935,0.05544735
-0.457548387,0.053554316
-0.457354839,0.051661333
-0.45716129,0.049768411
-0.456967742,0.047875556
-0.456774194,0.045982775
-0.456580645,0.044090076
-0.456387097,0.042197469
-0.456193548,0.040304958
-0.456,0.038412552
-0.455806452,0.036520263
-0.455612903,0.034628091
-0.455419355,0.03273605
-0.455225806,0.030844145
-0.455032258,0.028952383
-0.45483871,0.027060771
-0.454645161,0.02516932
-0.454451613,0.023278036
-0.454258065,0.021386926
-0.454064516,0.019495998
-0.453870968,0.017605261
-0.453677419,0.015714718
-0.453483871,0.013824383
-0.453290323,0.011934259
-0.453096774,0.010044354
-0.452903226,0.008154678
-0.452709677,0.006265236
-0.452516129,0.004376036
-0.452322581,0.002487088
-0.452129032,5.98E-04
-0.451935484,-0.00129003
-0.451741935,-0.003178183
-0.451548387,-0.005066055
-0.451354839,-0.006953642
-0.45116129,-0.008840931
-0.450967742,-0.01072792
-0.450774194,-0.012614596
-0.450580645,-0.014500956
-0.450387097,-0.01638699
-0.450193548,-0.018272691
-0.45,-0.020158053
-0.449806452,-0.022043069
-0.449612903,-0.023927728
-0.449419355,-0.025812025
-0.449225806,-0.027695952
-0.449032258,-0.029579503
-0.44883871,-0.031462669
-0.448645161,-0.033345442
-0.448451613,-0.035227817
-0.448258065,-0.037109785
-0.448064516,-0.038991339
-0.447870968,-0.040872472
-0.447677419,-0.042753175
-0.447483871,-0.044633444
-0.447290323,-0.046513267
-0.447096774,-0.048392642
-0.446903226,-0.050271556
-0.446709677,-0.052150008
-0.446516129,-0.054027985
-0.446322581,-0.055905484
-0.446129032,-0.057782493
-0.445935484,-0.05965901
-0.445741935,-0.061535025
-0.445548387,-0.063410531
-0.445354839,-0.06528552
-0.44516129,-0.067159987
-0.444967742,-0.069033922
-0.444774194,-0.07090732
-0.444580645,-0.072780173
-0.444387097,-0.074652474
-0.444193548,-0.076524215
-0.444,-0.07839539
-0.443806452,-0.080265992
-0.443612903,-0.082136013
-0.443419355,-0.084005446
-0.443225806,-0.085874284
-0.443032258,-0.08774252
-0.44283871,-0.089610147
-0.442645161,-0.091477156
-0.442451613,-0.093343543
-0.442258065,-0.095209299
-0.442064516,-0.097074417
-0.441870968,-0.09893889
-0.441677419,-0.100802712
-0.441483871,-0.102665876
-0.441290323,-0.104528373
-0.441096774,-0.106390198
-0.440903226,-0.108251343
-0.440709677,-0.110111802
-0.440516129,-0.111971566
-0.440322581,-0.11383063
-0.440129032,-0.115688987
-0.439935484,-0.117546629
-0.439741935,-0.119403549
-0.439548387,-0.121259741
-0.439354839,-0.123115196
-0.43916129,-0.12496991
-0.438967742,-0.126823874
-0.438774194,-0.128677084
-0.438580645,-0.13052953
-0.438387097,-0.132381206
-0.438193548,-0.134232105
-0.438,-0.136082221
-0.437806452,-0.137931547
-0.437612903,-0.139780074
-0.437419355,-0.1416278
-0.437225806,-0.143474712
-0.437032258,-0.14532081
-0.43683871,-0.147166082
-0.436645161,-0.149010522
-0.436451613,-0.150854126
-0.436258065,-0.152696884
-0.436064516,-0.15453879
-0.435870968,-0.15637984
-0.435677419,-0.158220025
-0.435483871,-0.160059337
-0.435290323,-0.161897773
-0.435096774,-0.163735324
-0.434903226,-0.165571983
-0.434709677,-0.167407743
-0.434516129,-0.1692426
-0.434322581,-0.171076545
-0.434129032,-0.172909571
-0.433935484,-0.174741674
-0.433741935,-0.176572846
-0.433548387,-0.17840308
-0.433354839,-0.18023237
-0.43316129,-0.182060709
-0.432967742,-0.18388809
-0.432774194,-0.185714509
-0.432580645,-0.187539956
-0.432387097,-0.189364427
-0.432193548,-0.191187914
-0.432,-0.193010411
-0.431806452,-0.194831912
-0.431612903,-0.196652411
-0.431419355,-0.198471901
-0.431225806,-0.200290373
-0.431032258,-0.202107825
-0.43083871,-0.20392425
-0.430645161,-0.205739638
-0.430451613,-0.207553985
-0.430258065,-0.209367284
-0.430064516,-0.211179531
-0.429870968,-0.212990716
-0.429677419,-0.214800836
-0.429483871,-0.216609882
-0.429290323,-0.218417848
-0.429096774,-0.22022473
-0.428903226,-0.22203052
-0.428709677,-0.223835211
-0.428516129,-0.2256388
-0.428322581,-0.227441276
-0.428129032,-0.229242636
-0.427935484,-0.231042874
-0.427741935,-0.232841981
-0.427548387,-0.234639954
-0.427354839,-0.236436785
-0.42716129,-0.238232469
-0.426967742,-0.240026998
-0.426774194,-0.241820368
-0.426580645,-0.243612571
-0.426387097,-0.245403604
-0.426193548,-0.247193457
-0.426,-0.248982126
-0.425806452,-0.250769604
-0.425612903,-0.252555886
-0.425419355,-0.254340964
-0.425225806,-0.256124834
-0.425032258,-0.25790749
-0.42483871,-0.259688926
-0.424645161,-0.261469133
-0.424451613,-0.26324811
-0.424258065,-0.265025848
-0.424064516,-0.266802341
-0.423870968,-0.268577583
-0.423677419,-0.270351568
-0.423483871,-0.272124291
-0.423290323,-0.273895747
-0.423096774,-0.27566593
-0.422903226,-0.27743483
-0.422709677,-0.279202446
-0.422516129,-0.28096877
-0.422322581,-0.282733796
-0.422129032,-0.284497518
-0.421935484,-0.286259931
-0.421741935,-0.28802103
-0.421548387,-0.28978081
-0.421354839,-0.291539261
-0.42116129,-0.293296379
-0.420967742,-0.295052162
-0.420774194,-0.296806598
-0.420580645,-0.298559688
-0.420387097,-0.300311419
-0.420193548,-0.302061792
-0.42,-0.303810798
-0.419806452,-0.30555843
-0.419612903,-0.307304688
-0.419419355,-0.30904956
-0.419225806,-0.310793042
-0.419032258,-0.312535131
-0.41883871,-0.314275819
-0.418645161,-0.316015103
-0.418451613,-0.317752973
-0.418258065,-0.319489429
-0.418064516,-0.321224459
-0.417870968,-0.322958063
-0.417677419,-0.324690234
-0.417483871,-0.326420966
-0.417290323,-0.328150251
-0.417096774,-0.32987809
-0.416903226,-0.33160447
-0.416709677,-0.33332939
-0.416516129,-0.335052846
-0.416322581,-0.336774829
-0.416129032,-0.338495333
-0.415935484,-0.340214356
-0.415741935,-0.341931893
-0.415548387,-0.343647935
-0.415354839,-0.345362478
-0.41516129,-0.347075518
-0.414967742,-0.34878705
-0.414774194,-0.350497065
-0.414580645,-0.352205562
-0.414387097,-0.353912533
-0.414193548,-0.355617973
-0.414,-0.35732188
-0.413806452,-0.359024244
-0.413612903,-0.360725063
-0.413419355,-0.362424331
-0.413225806,-0.364122042
-0.413032258,-0.365818192
-0.41283871,-0.367512775
-0.412645161,-0.369205787
-0.412451613,-0.370897219
-0.412258065,-0.372587072
-0.412064516,-0.374275337
-0.411870968,-0.37596201
-0.411677419,-0.377647084
-0.411483871,-0.379330556
-0.411290323,-0.381012421
-0.411096774,-0.382692674
-0.410903226,-0.384371309
-0.410709677,-0.386048322
-0.410516129,-0.387723707
-0.410322581,-0.389397459
-0.410129032,-0.391069573
-0.409935484,-0.392740046
-0.409741935,-0.39440887
-0.409548387,-0.396076042
-0.409354839,-0.397741558
-0.40916129,-0.39940541
-0.408967742,-0.401067596
-0.408774194,-0.40272811
-0.408580645,-0.404386949
-0.408387097,-0.406044103
-0.408193548,-0.407699573
-0.408,-0.40935335
-0.407806452,-0.411005432
-0.407612903,-0.412655813
-0.407419355,-0.41430449
-0.407225806,-0.415951455
-0.407032258,-0.417596705
-0.40683871,-0.419240234
-0.406645161,-0.42088204
-0.406451613,-0.422522118
-0.406258065,-0.424160459
-0.406064516,-0.425797065
-0.405870968,-0.427431924
-0.405677419,-0.429065038
-0.405483871,-0.430696398
-0.405290323,-0.432326
-0.405096774,-0.433953842
-0.404903226,-0.435579918
-0.404709677,-0.437204221
-0.404516129,-0.43882675
-0.404322581,-0.440447499
-0.404129032,-0.442066463
-0.403935484,-0.443683638
-0.403741935,-0.445299019
-0.403548387,-0.446912602
-0.403354839,-0.448524383
-0.40316129,-0.450134356
-0.402967742,-0.451742518
